file,metabolite,quantMasses,intensity,rt,ri
e18057cz_40.cdf,c19,71;85;99,2.67181271E8,1499.6,1900.0
e18057cz_40.cdf,c22,71;85;99,2.08912434E8,1682.8,2200.0
e18057cz_40.cdf,c28,71;85;99,1.79935438E8,1933.4,2800.0
e18057cz_40.cdf,c32,71;85;99,1.38983753E8,2067.8,3200.0
e18057cz_40.cdf,c36,71;85;99,1.17200339E8,2251.2,3600.0
e18057cz_41.cdf,c10,71;85;99,1.69978096E8,408.6,1000.0
e18057cz_41.cdf,c12,71;85;99,1.2556717E8,711.0,1200.0
e18057cz_41.cdf,c15,71;85;99,1.83687496E8,1114.8,1500.0
e18057cz_41.cdf,c17,71;85;99,2.09837367E8,1322.4,1700.0
e18057cz_41.cdf,c19,71;85;99,2.58244074E8,1499.6,1900.0
e18057cz_41.cdf,c22,71;85;99,2.00012887E8,1682.8,2200.0
e18057cz_41.cdf,c28,71;85;99,1.4764097E8,1933.4,2800.0
e18057cz_41.cdf,c32,71;85;99,1.31603797E8,2067.8,3200.0
e18057cz_41.cdf,c36,71;85;99,1.12962439E8,2251.4,3600.0
e18057cz_44.cdf,c10,71;85;99,1.70587964E8,409.8,1000.0
e18057cz_44.cdf,c12,71;85;99,1.30763328E8,711.0,1200.0
e18057cz_44.cdf,c15,71;85;99,2.12092816E8,1114.4,1500.0
e18057cz_44.cdf,c17,71;85;99,2.68168957E8,1322.4,1700.0
e18057cz_44.cdf,c19,71;85;99,2.65522416E8,1499.6,1900.0
e18057cz_44.cdf,c22,71;85;99,2.21578199E8,1682.8,2200.0
e18057cz_44.cdf,c28,71;85;99,1.796339E8,1933.2,2800.0
e18057cz_44.cdf,c32,71;85;99,1.46861063E8,2067.8,3200.0
e18057cz_44.cdf,c36,71;85;99,1.2145071E8,2251.2,3600.0
e18057cz_45.cdf,c10,71;85;99,1.7507092E8,409.6,1000.0
e18057cz_45.cdf,c12,71;85;99,1.29366677E8,711.0,1200.0
e18057cz_45.cdf,c15,71;85;99,1.89344448E8,1114.4,1500.0
e18057cz_45.cdf,c17,71;85;99,2.21155788E8,1322.2,1700.0
